title,total_sales,release_date,critic_score,genre,publisher
The Sims,0.05,2000-01-31,8.9,Simulation,Maxis
The Sims 2,2.0,2004-09-14,6.2,Simulation,Electronic Arts
The Sims 2 Holiday Edition,0.0,2005-11-15,2.0,Simulation,Electronic Arts
The Sims 2: Nightlife,1.27,2005-09-13,7.5,Simulation,Electronic Arts
The Sims 2: Pets,3.1399999999999997,2006-10-17,4.8,Simulation,Electronic Arts
The Sims 3,13.74,2009-06-02,5.6,Simulation,Electronic Arts
The Sims 3: Ambitions,0.45,2010-06-01,7.9,Simulation,Electronic Arts
The Sims 3: Generations,0.63,2011-05-31,6.5,Simulation,Electronic Arts
The Sims 3: Late Night Expansion Pack,1.69,2010-10-26,7.5,Simulation,Electronic Arts
The Sims 3: Pets,0.54,2011-10-18,7.0,Simulation,Electronic Arts
The Sims 3: World Adventures,0.57,2009-11-16,8.2,Simulation,Electronic Arts
The Sims 4,4.1,2014-09-02,7.0,Simulation,Electronic Arts
The Sims Medieval: Pirates and Nobles,0.15,2011-08-30,5.5,Simulation,Electronic Arts
The Sims: Bustin' Out,0.66,2003-12-15,7.9,Simulation,Electronic Arts
The Sims: Medieval,0.7,2011-03-22,7.2,Simulation,Electronic Arts
The Sims: Unleashed,3.76,2002-09-23,7.3,Simulation,Electronic Arts
The Sky Crawlers: Innocent Aces,0.12,2010-01-12,7.3,Simulation,Xseed Games
The Sly Collection,0.69,2010-11-09,8.7,Platform,Sony Computer Entertainment
The SpongeBob SquarePants Movie,3.24,2004-10-27,6.0,Platform,THQ
The Sum of All Fears,0.03,2003-01-09,3.2,Shooter,Ubisoft
The Tomb Raider Trilogy,0.89,2011-03-22,8.5,Action,Square Enix
The Typing of the Dead,0.05,2001-01-23,8.6,Shooter,Sega
The Urbz: Sims in the City,0.4,2004-11-09,7.6,Simulation,Electronic Arts
The Walking Dead: A Telltale Games Series,0.82,2012-11-20,9.7,Adventure,Telltale Games
The Warriors,0.28,2007-02-12,8.1,Action,Rockstar Games
The Witcher 2: Assassins of Kings,0.98,2011-05-17,8.8,Role-Playing,Atari
The Witcher: Enhanced Edition,0.33,2008-09-16,8.3,Role-Playing,Atari
The Wizard of Oz: Beyond The Yellow Brick Road,0.15,2009-09-29,6.4,Role-Playing,Xseed Games
The Wonderful 101,0.36,2013-09-15,8.0,Action,Nintendo
The World Ends with You: Final Remix,0.27,2018-10-12,7.4,Role-Playing,Nintendo
Theme Hospital,2.4899999999999998,1997-03-31,5.5,Strategy,Electronic Arts
Theme Park Roller Coaster,0.48,2000-12-04,7.9,Strategy,Electronic Arts
Thor: God of Thunder,0.67,2011-05-03,3.7,Action,Sega
Threads of Fate,0.21,2000-07-14,7.8,Role-Playing,Square EA
Thrillville,0.2,2006-11-21,7.4,Strategy,LucasArts
Thrillville: Off the Rails,0.0,2007-10-09,8.1,Strategy,LucasArts
Tiger Woods PGA Tour,0.21,2005-03-23,8.0,Sports,EA Sports
Tiger Woods PGA Tour 06,0.51,2005-09-26,6.9,Sports,EA Sports
Tiger Woods PGA Tour 07,2.63,2006-10-10,7.1,Sports,EA Sports
Tiger Woods PGA Tour 08,1.4,2007-08-28,7.4,Sports,Electronic Arts
Tiger Woods PGA Tour 09,1.01,2008-08-26,5.2,Sports,EA Sports
Tiger Woods PGA Tour 10,2.74,2009-06-08,8.1,Sports,EA Sports
Tiger Woods PGA Tour 11,1.8900000000000001,2010-06-08,7.9,Sports,EA Sports
Tigger's Honey Hunt,0.2,2000-11-01,7.3,Platform,NewKidCo
Time Crisis,1.68,1997-10-31,8.5,Shooter,Namco
Time Crisis 4,0.83,2007-11-20,6.1,Shooter,Namco Bandai
Time Crisis: Razing Storm,0.54,2010-10-19,5.8,Shooter,Namco Bandai
TimeShift,0.41,2007-10-30,7.0,Shooter,Sierra Entertainment
TimeSplitters 2,0.7,2002-10-09,9.1,Shooter,Eidos Interactive
TimeSplitters: Future Perfect,0.08,2005-03-21,8.4,Shooter,Electronic Arts
Titan Quest: Immortal Throne,0.0,2007-03-05,8.3,Role-Playing,THQ
Titanfall 2,1.72,2016-10-28,8.9,Shooter,Electronic Arts
Tobal No.1,0.92,1996-09-30,7.7,Fighting,Sony Computer Entertainment
Tokyo Mirage Sessions #FE,0.33,2016-06-24,8.0,Role-Playing,Nintendo
Tom Clancy's EndWar,1.02,2008-11-04,6.7,Strategy,Ubisoft
Tom Clancy's Ghost Recon 2,0.07,2005-03-15,5.7,Shooter,Ubisoft
Tom Clancy's Ghost Recon Advanced Warfighter 2,0.53,2007-08-23,6.5,Shooter,Ubisoft
Tom Clancy's Ghost Recon Wildlands,4.7700000000000005,2017-03-07,7.0,Shooter,Ubisoft
Tom Clancy's Ghost Recon: Shadow Wars,0.34,2011-03-22,7.9,Strategy,Ubisoft
Tom Clancy's HAWX,1.1400000000000001,2009-03-03,6.9,Action,Ubisoft
Tom Clancy's Rainbow Six 3,0.06,2004-06-17,6.5,Shooter,Ubisoft
Tom Clancy's Rainbow Six: Vegas,2.7,2006-11-20,5.8,Shooter,Ubisoft
Tom Clancy's Rainbow Six: Vegas 2,3.76,2008-03-18,8.2,Shooter,Ubisoft
Tom Clancy's Splinter Cell,3.02,2002-11-17,9.3,Action,Ubisoft
Tom Clancy's Splinter Cell 3D,0.3,2011-04-10,8.0,Action,Ubisoft
Tom Clancy's Splinter Cell Trilogy,0.11,2011-09-27,6.5,Action,Ubisoft
Tom Clancy's Splinter Cell: Blacklist,2.32,2013-08-20,8.3,Action-Adventure,Ubisoft
Tom Clancy's Splinter Cell: Chaos Theory,1.2100000000000002,2005-03-28,7.8,Action,Ubisoft
Tom Clancy's Splinter Cell: Conviction,2.16,2010-04-13,8.0,Action,Ubisoft
Tom Clancy's Splinter Cell: Double Agent,1.1,2006-10-17,5.6,Action,Ubisoft
Tom Clancy's Splinter Cell: Essentials,0.2,2006-03-21,5.6,Shooter,Ubisoft
Tom Clancy's Splinter Cell: Pandora Tomorrow,1.56,2004-03-23,6.7,Action,Ubisoft
Tomb Raider,5.66,1996-11-14,8.7,Action,Eidos Interactive
Tomb Raider (2013),4.41,2013-03-05,8.5,Action,Square Enix
Tomb Raider II,7.53,1997-10-31,7.6,Adventure,Eidos Interactive
Tomb Raider III: Adventures of Lara Croft,4.16,1998-11-21,7.3,Adventure,Eidos Interactive
Tomb Raider: Anniversary,1.81,2007-08-09,6.8,Action,Eidos Interactive
Tomb Raider: Legend,1.1300000000000001,2006-04-11,6.5,Action,Eidos Interactive
Tomb Raider: Underworld,2.86,2008-11-18,6.3,Adventure,Eidos Interactive
Tomba!,0.26,1998-06-30,8.6,Platform,Sony Computer Entertainment
Tony Hawk's American Sk8land,0.44999999999999996,2005-10-18,6.0,Sports,Activision
Tony Hawk's American Wasteland,0.74,2005-10-18,8.2,Sports,Activision
Tony Hawk's Pro Skater,8.459999999999999,1999-08-31,7.1,Sports,Activision
Tony Hawk's Pro Skater 2,6.619999999999999,2000-09-20,8.5,Sports,Activision
Tony Hawk's Pro Skater 3,5.3100000000000005,2001-10-28,8.1,Sports,Activision
Tony Hawk's Pro Skater 4,4.25,2002-10-23,9.2,Sports,Activision
Tony Hawk's Project 8,2.55,2006-11-07,6.3,Sports,Activision
Tony Hawk's Proving Ground,0.56,2007-10-15,7.2,Sports,Activision
Tony Hawk's Underground,4.6,2003-10-27,8.7,Sports,Activision
Tony Hawk's Underground 2,0.5,2004-10-04,8.5,Sports,Activision
Tony Hawk's Underground 2 Remix,0.82,2005-03-15,8.5,Sports,Activision
Tony Hawk: RIDE,2.16,2009-11-17,4.3,Sports,Activision
Too Human,0.78,2008-08-19,6.5,Role-Playing,Microsoft Game Studios
Top Gear RPM Tuning,0.02,2005-02-16,4.9,Racing,Kemco
Top Spin 2,0.23,2006-03-29,5.2,Sports,2K Sports
Top Spin 3,1.13,2008-06-23,7.8,Sports,2K Sports
Top Spin 4,1.24,2011-03-15,4.0,Sports,2K Sports
Torchlight,0.07,2009-10-27,8.4,Role-Playing,Perfect World Entertainment
TouchMaster,2.0,2007-06-25,6.9,Puzzle,Midway Games
Toy Story 3: The Video Game,1.85,2010-06-15,7.5,Action,Disney Interactive Studios
Trace Memory,0.29,2005-09-26,6.5,Adventure,Nintendo
TrackMania DS,0.08,2009-03-17,7.5,Racing,Atlus
TrackMania: Build to Race,0.23,2011-03-15,7.0,Racing,City Interactive
Trainz,0.0,2002-02-10,8.4,Simulation,Strategy First
Transformers,1.29,2004-05-11,7.8,Shooter,Atari
Transformers: Cybertron Adventures,0.27,2010-06-22,3.7,Action,Activision
Transformers: Dark of the Moon,1.02,2011-06-14,3.0,Action,Activision
Transformers: Revenge of the Fallen,1.74,2009-06-23,3.8,Action,Activision
Transformers: The Game,1.25,2007-06-19,4.3,Action,Activision
Transformers: War for Cybertron,1.0899999999999999,2010-06-22,7.3,Action,Activision
Trapped Dead,0.02,2011-02-25,4.0,Strategy,Meridian4
Trauma Center: New Blood,0.29,2007-11-20,7.5,Simulation,Atlus
Trauma Center: Second Opinion,0.34,2006-11-14,8.2,Simulation,Atlus
Trauma Center: Under the Knife,0.36,2005-10-04,8.0,Simulation,Atlus
Trauma Center: Under the Knife 2,0.11,2008-07-02,8.2,Simulation,Atlus
Trauma Team,0.17,2010-05-18,8.1,Simulation,Atlus
Trigger Man,0.02,2004-10-05,2.0,Shooter,Crave Entertainment
Trine,0.01,2009-07-02,8.1,Platform,Nobilis
Trine 2: Director's Cut,0.04,2012-11-18,7.8,Platform,Frozenbyte
Trinity Universe,0.18,2010-06-29,6.2,Role-Playing,NIS America
Trivial Pursuit,0.57,2009-03-10,7.3,Misc,Electronic Arts
Tropico,0.0,2001-04-23,8.7,Strategy,Gathering of Developers
Tropico 2: Pirate Cove,0.0,2003-04-08,8.3,Simulation,Gathering of Developers
Tropico 3,0.26,2009-10-20,7.7,Strategy,Kalypso
Tropico 4,0.26,2011-08-30,7.9,Strategy,Kalypso
True Crime: New York City,0.17,2005-11-15,6.4,Action,Activision
True Crime: Streets of LA,0.56,2003-11-03,8.1,Action,Activision
Tube Slider,0.02,2003-04-17,5.9,Racing,NEC Interchannel
Turning Point: Fall of Liberty,0.29,2008-02-26,4.3,Shooter,Codemasters
Turok,0.75,2008-02-05,6.6,Shooter,Touchstone
Turok: Evolution,0.38,2002-08-31,7.4,Shooter,Acclaim Entertainment
Twin Sector,0.0,2010-01-23,4.2,Action,Headup Games
Twisted Metal,1.56,1995-11-05,7.0,Action,Sony Computer Entertainment
Twisted Metal (2012),0.83,2012-02-14,7.9,Action,Sony Computer Entertainment
Twisted Metal 2,2.44,1996-10-31,8.7,Racing,Sony Computer Entertainment
Twisted Metal 4,1.28,1999-10-31,6.7,Racing,989 Studios
Twisted Metal III,1.73,1998-10-31,4.4,Action,989 Studios
Twisted Metal: Black,1.41,2001-06-18,8.9,Racing,Sony Computer Entertainment
Twisted Metal: Head On,0.77,2005-03-24,7.5,Action,Sony Computer Entertainment
Two Worlds,0.02,2007-08-23,7.4,Role-Playing,SouthPeak Interactive
Two Worlds II,1.01,2011-01-25,6.5,Role-Playing,SouthPeak Interactive
Ty the Tasmanian Tiger,1.6199999999999999,2002-09-10,6.2,Platform,Electronic Arts
Ty the Tasmanian Tiger 2: Bush Rescue,0.8400000000000001,2004-10-12,6.9,Platform,Electronic Arts
Ty the Tasmanian Tiger 3: Night of the Quinkan,0.3,2005-10-11,6.2,Action,Activision
Tycoon City: New York,0.02,2006-02-21,6.2,Strategy,Atari
UEFA Euro 2008 Austria-Switzerland,0.25,2008-05-19,6.9,Sports,Electronic Arts
UFC 2009 Undisputed,3.83,2009-05-19,8.4,Fighting,THQ
UFC Personal Trainer: The Ultimate Fitness System,0.99,2011-06-28,4.5,Sports,THQ
UFC Undisputed 2010,2.95,2010-05-25,7.7,Fighting,THQ
Ultimate Fighting Championship: Throwdown,0.08,2002-07-29,6.7,Fighting,Crave Entertainment
Ultimate Ghosts 'n Goblins,0.08,2006-08-29,7.3,Platform,Capcom
Ultimate Marvel vs. Capcom 3,0.07,2011-11-15,8.3,Fighting,Capcom
Ultimate Mortal Kombat,0.09,2007-11-12,7.3,Fighting,Midway Games
Ultimate Muscle - The Kinnikuman Legacy: Legends vs New Generation,0.14,2003-06-05,8.0,Fighting,Bandai
Ultimate NES Remix,0.33,2014-12-05,7.0,Action,Nintendo
Ultra Street Fighter II: The Final Challengers,0.57,2017-05-26,7.0,Fighting,Capcom
Uncharted 2: Among Thieves,6.74,2009-10-13,9.5,Action,Sony Computer Entertainment
Uncharted: Drake's Fortune,4.97,2007-11-16,8.7,Action,Sony Computer Entertainment
Uncharted: Golden Abyss,1.62,2012-02-15,7.9,Action,Sony Computer Entertainment
Undead Knights,0.12,2009-09-29,6.6,Action,Tecmo
Undertale,0.03,2017-08-15,9.0,Role-Playing,8-4
Universal Studios Theme Parks Adventure,0.1,2001-12-18,5.1,Misc,Kemco
Unreal Tournament 2003,0.01,2002-09-30,9.0,Shooter,Atari
Unreal Tournament 2004,0.02,2004-03-16,9.4,Shooter,Atari
Unreal Tournament III,1.2,2007-11-19,7.8,Shooter,Midway Games
Unsolved Crimes,0.05,2008-09-30,6.0,Adventure,Atari
Untold Legends: Brotherhood of the Blade,1.09,2005-03-22,6.5,Role-Playing,Sony Online Entertainment
Untold Legends: The Warriors Code,0.33,2006-03-28,6.8,Role-Playing,Sony Online Entertainment
Up,0.29,2009-05-26,6.5,Adventure,THQ
Urban Reign,0.08,2005-09-13,7.5,Action,Namco
Vagrant Story,0.87,2000-05-15,9.3,Role-Playing,Square EA
Valhalla Knights,0.24,2007-04-17,5.2,Role-Playing,Xseed Games
Valhalla Knights 2,0.23,2008-10-01,5.0,Role-Playing,Xseed Games
Valkyria Chronicles 4,0.19,2018-09-25,8.6,Strategy,Sega
Valkyria Chronicles II,0.54,2010-08-31,8.1,Role-Playing,Sega
Vampire Night,0.14,2001-11-14,6.4,Shooter,Namco
Vampire Rain,0.21,2007-07-03,3.9,Action,AQ Interactive
Vampire Rain: Altered Species,0.06,2008-09-02,3.5,Action,Ignition Entertainment
Vancouver 2010 - The Official Video Game of the Olympic Winter Games,0.23,2010-01-12,5.0,Sports,Sega
Vandal Hearts,0.45,1997-03-27,7.7,Role-Playing,Konami
Vandal Hearts II,0.1,1999-11-30,7.2,Strategy,Konami
Vanguard Bandits,0.07,2000-04-29,6.4,Strategy,Working Designs
Vanquish,1.03,2010-10-19,8.3,Shooter,Sega
Velvet Assassin,0.18,2009-04-30,5.3,Shooter,SouthPeak Interactive
Venetica,0.3,2011-01-11,5.0,Role-Playing,Atari
Vexx,0.4,2003-02-10,5.9,Platform,Acclaim Entertainment
Victoria II,0.0,2010-08-13,8.1,Strategy,Paradox Interactive
Victorious Boxers: Revolution,0.14,2007-10-23,5.8,Fighting,Xseed Games
Viewtiful Joe,0.62,2003-10-07,9.4,Action,Capcom
Viewtiful Joe: Red Hot Rumble,0.06,2005-11-08,6.2,Action,Capcom
Viking: Battle for Asgard,0.8200000000000001,2008-03-25,6.2,Action,Sega
Vin Diesel: Wheelman,0.77,2009-03-24,6.5,Racing,Ubisoft
Virtua Fighter,1.07,1995-05-11,9.0,Fighting,Sega
Virtua Fighter 3tb,0.37,1999-10-18,8.1,Fighting,Sega
Virtua Fighter 4: Evolution,0.71,2003-08-13,8.9,Fighting,Sega
Virtua Fighter 5,1.08,2007-02-20,8.7,Fighting,Sega
Virtua Fighter 5 Online,0.28,2007-10-30,9.2,Fighting,Sega
Virtua Fighter Kids,0.23,1996-07-31,6.6,Fighting,Sega
Virtua Quest,0.01,2005-01-19,5.4,Role-Playing,Sega
Virtua Striker 2002,0.05,2002-05-20,6.6,Sports,Sega
Virtua Tennis 2009,0.75,2009-06-09,6.6,Sports,Sega
Virtua Tennis 4,0.8300000000000001,2011-05-10,5.2,Sports,Sega
Viva Pinata,0.02,2007-11-06,8.0,Simulation,Microsoft Game Studios
Viva Pinata: Party Animals,0.23,2007-10-30,5.5,Misc,Microsoft Game Studios
Viva Pinata: Pocket Paradise,0.55,2008-09-08,8.1,Simulation,THQ
Viva Pinata: Trouble in Paradise,0.47,2008-09-02,8.5,Simulation,Microsoft Game Studios
WRC 2: FIA World Rally Championship,0.07,2011-10-14,5.8,Racing,Ubisoft
WWE '12,2.45,2011-11-22,7.5,Fighting,THQ
WWE 2K14,2.3200000000000003,2013-10-29,7.6,Fighting,2K Sports
WWE All Stars,0.98,2011-03-29,7.0,Action,THQ
WWE Day of Reckoning,0.45,2004-08-30,8.1,Fighting,THQ
WWE Day of Reckoning 2,0.34,2005-08-29,8.3,Fighting,THQ
WWE SmackDown vs Raw 2008,3.95,2007-11-13,7.3,Fighting,THQ
WWE SmackDown vs. RAW 2007,3.74,2006-11-14,7.8,Fighting,THQ
WWE SmackDown vs. Raw 2009,2.5,2008-11-09,7.8,Fighting,THQ
WWE SmackDown vs. Raw 2010,2.94,2009-10-20,7.8,Fighting,THQ
WWE SmackDown vs. Raw 2011,0.88,2010-10-26,7.1,Fighting,THQ
WWE SmackDown! vs. RAW 2006,0.4,2005-12-13,8.1,Fighting,THQ
WWE SmackDown! vs. Raw 2006,3.0,2005-11-15,8.4,Fighting,THQ
WWE Wrestlemania XIX,0.33,2003-09-08,7.8,Fighting,THQ
WWF No Mercy,1.5,2000-11-17,9.1,Fighting,THQ
WWF Raw (2002),0.55,2002-02-11,6.5,Fighting,THQ
WWF SmackDown! 2: Know Your Role,3.2,2000-11-21,8.7,Fighting,THQ
Wall-E,2.02,2008-06-24,5.3,Platform,THQ
Wallace & Gromit in Project Zoo,0.07,2003-10-14,6.6,Platform,BAM! Entertainment
Wanted: Weapons of Fate,0.6599999999999999,2009-03-24,6.2,Shooter,Warner Bros. Interactive
WarCraft II: The Dark Saga,0.31,1997-08-31,7.3,Strategy,Electronic Arts
"Warhammer 40,000: Dawn of War - Dark Crusade",0.0,2006-10-09,8.8,Strategy,THQ
"Warhammer 40,000: Dawn of War II",0.47,2009-02-19,8.7,Strategy,THQ
"Warhammer 40,000: Dawn of War II - Chaos Rising",0.1,2010-03-11,8.6,Strategy,THQ
"Warhammer 40,000: Dawn of War II - Retribution",0.08,2011-03-01,7.9,Strategy,THQ
"Warhammer 40,000: Dawn of War: Soulstorm",0.02,2008-03-04,6.9,Strategy,THQ
"Warhammer 40,000: Space Marine",1.01,2011-09-06,7.3,Shooter,THQ
"Warhammer 40,000: Squad Command",0.33,2007-11-12,6.6,Strategy,THQ
Warhawk,1.06,2007-08-28,8.4,Shooter,Sony Computer Entertainment
Wario World,0.44,2003-06-24,7.5,Platform,Nintendo
WarioWare D.I.Y.,0.59,2010-03-28,8.3,Misc,Nintendo
WarioWare Gold,0.28,2018-08-03,8.1,Misc,Nintendo
Warriors Orochi,0.2,2008-03-25,6.4,Action,KOEI
Warriors Orochi 2,0.48,2008-09-23,4.3,Action,KOEI
Wave Race: Blue Storm,0.6,2001-11-17,8.4,Racing,Nintendo
Way of the Samurai 3,0.52,2009-10-13,6.5,Action,Agetec
Wayne Gretzky's 3D Hockey,0.53,1996-11-11,8.1,Sports,Midway Games
We Dance,0.16,2011-09-02,3.5,Misc,Nordic Games
We Love Katamari,0.52,2005-09-20,8.2,Puzzle,Namco
Wet,1.12,2009-09-15,6.9,Shooter,Bethesda Softworks
Wetrix,0.08,1998-06-12,8.6,Puzzle,Ocean
White Knight Chronicles II,0.63,2011-09-13,5.4,Role-Playing,D3 Publisher
White Knight Chronicles: International Edition,0.95,2010-02-02,6.3,Role-Playing,Sony Computer Entertainment
Wii Fit U,0.86,2014-01-10,7.2,Misc,Nintendo
Wii Sports Club,0.38,2014-07-25,6.7,Sports,Nintendo
Wild ARMs,0.95,1997-04-30,8.9,Role-Playing,Sony Computer Entertainment
Wild ARMs 2,0.67,2000-04-30,6.5,Role-Playing,Sony Computer Entertainment
Wild ARMs 3,0.62,2002-10-15,7.6,Role-Playing,Sony Computer Entertainment
Wild ARMs 4,0.14,2006-01-10,6.6,Role-Playing,Xseed Games
Wild ARMs 5,0.28,2007-08-28,7.5,Role-Playing,Xseed Games
Wild ARMs: Alter Code F,0.09,2005-11-15,7.2,Role-Playing,Agetec
Winning Eleven: Pro Evolution Soccer 2007,5.25,2007-02-06,8.2,Sports,Konami
Winx Club: Join the Club,0.01,2007-05-07,3.6,Platform,Konami
WipEout HD Fury,0.07,2009-10-14,9.1,Racing,Sony Computer Entertainment
WipEout Pulse,0.32,2008-02-12,8.2,Racing,Sony Computer Entertainment
WipEout Pure,1.04,2005-03-16,9.1,Racing,Sony Computer Entertainment
WipEout XL,0.25,1996-09-30,8.8,Racing,Sony Computer Entertainment
Wolfenstein,1.23,2009-08-18,6.5,Shooter,Activision
Wolfenstein II: The New Colossus,1.4700000000000002,2017-10-27,8.3,Shooter,Bethesda Softworks
Wolfenstein: The Old Blood,0.15,2015-05-05,8.0,Shooter,Bethesda Softworks
Wonder Boy: The Dragon's Trap (Remake),0.05,2017-04-18,7.4,Platform,DotEmu
WordJong,0.15,2007-11-16,7.5,Puzzle,Destineer
World Championship Cards,0.2,2008-05-27,3.9,Misc,Crave Entertainment
World Championship Poker 2: Featuring Howard Lederer,0.14,2005-12-11,7.0,Misc,Crave Entertainment
World Championship Poker: Howard Lederer - All In,0.14,2006-09-05,5.1,Misc,Crave Entertainment
World Series of Poker,0.26,2005-09-14,3.3,Misc,Activision
World Series of Poker: Tournament of Champions 2007 Edition,0.34,2006-09-21,4.6,Misc,Activision
World Soccer Winning Eleven 8 International,3.85,2005-02-01,9.3,Sports,Konami
World Soccer Winning Eleven 9,4.06,2006-02-07,8.9,Sports,Konami
World Soccer Winning Eleven 9 (JP & Others sales),1.2,2006-02-07,8.0,Sports,Konami
World Tour Soccer,1.07,2005-03-14,7.0,Sports,Sony Computer Entertainment
World in Conflict,0.03,2007-09-18,9.1,Strategy,Sierra Entertainment
World in Conflict: Soviet Assault,0.0,2009-03-10,6.1,Strategy,Ubisoft
World of Final Fantasy,0.62,2016-10-25,6.7,Role-Playing,Square Enix
World of Goo,0.03,2008-10-21,9.0,Puzzle,Take-Two Interactive
World of Tanks,0.28,2011-04-12,7.8,Shooter,Wargaming.net
Worldwide Soccer Manager 2007,0.02,2006-10-01,8.9,Sports,Sega
Worms 3D,0.07,2004-03-11,7.5,Strategy,Acclaim Entertainment
Worms Reloaded,0.05,2010-08-26,8.5,Strategy,Team17 Software
Worms: Open Warfare 2,0.45,2007-09-04,8.1,Strategy,THQ
Wreckless: ThE YaKuza MisSiOns,0.06,2002-11-13,6.4,Racing,Activision
X-Blades,0.28,2009-02-10,5.9,Action,SouthPeak Interactive
X-Men Legends,3.36,2004-09-21,8.2,Role-Playing,Activision
X-Men Legends II: Rise of Apocalypse,1.6199999999999999,2005-09-20,7.9,Role-Playing,Activision
X-Men Origins: Wolverine,0.2,2009-05-01,5.4,Action,Activision
X-Men Origins: Wolverine - Uncaged Edition,1.43,2009-05-01,7.0,Action,Activision
X-Men: Destiny,0.64,2011-09-27,2.0,Action,Activision
X-Men: Next Dimension,0.13,2002-10-15,7.0,Fighting,Activision
X-Men: The Official Game,0.27,2006-05-16,4.8,Action,Activision
X2: Wolverine's Revenge,1.17,2003-04-14,5.8,Action,Activision
XCOM: Enemy Unknown,1.94,2012-10-09,8.8,Sports,2K Games
XGIII: Extreme G Racing,0.15,2001-11-27,8.6,Racing,Acclaim Entertainment
XGRA: Extreme G Racing Association,0.02,2003-11-24,7.4,Racing,Acclaim Entertainment
Xbox Live Arcade Unplugged Volume 1,0.07,2006-09-05,7.4,Misc,Microsoft
Xenoblade Chronicles,1.48,2012-04-06,8.6,Role-Playing,Nintendo
Xenoblade Chronicles 2: Torna ~ The Golden Country,0.16,2018-09-21,7.5,Role-Playing,Nintendo
Xenoblade Chronicles X,0.84,2015-12-04,8.1,Role-Playing,Nintendo
Yoku's Island Express,0.04,2018-06-19,9.0,Action,Villa Gorilla
You Don't Know Jack,1.11,1995-09-30,6.0,Misc,Sierra Entertainment
You're in the Movies,0.48,2008-11-17,5.1,Misc,Microsoft
Your Shape featuring Jenny McCarthy,2.16,2009-11-24,6.0,Sports,Ubisoft
Ys I & II Chronicles,0.09,2011-02-22,6.4,Role-Playing,Xseed Games
Ys Seven,0.23,2010-08-17,7.6,Role-Playing,Xseed Games
Ys VIII: Lacrimosa of Dana,0.11,2018-06-26,8.5,Role-Playing,NIS America
Ys: The Ark of Napishtim,0.18,2005-02-22,6.1,Role-Playing,Konami
Ys: The Oath in Felghana,0.15,2010-11-02,8.2,Role-Playing,Xseed Games
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,0.4,2009-05-19,7.5,Action,Konami
Yu-Gi-Oh! 5D's Tag Force 4,0.44,2009-11-17,7.0,Strategy,Konami
Yu-Gi-Oh! 5D's Wheelie Breakers,0.1,2009-05-19,7.5,Racing,Konami
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,0.31,2010-02-23,7.6,Strategy,Konami
Yu-Gi-Oh! Dark Duel Stories,0.83,2002-03-18,6.2,Misc,Konami
Yu-Gi-Oh! Forbidden Memories (JP sales),0.48,2002-03-20,6.3,Role-Playing,Konami
Yu-Gi-Oh! GX: Tag Force,0.13,2006-11-14,6.0,Strategy,Konami
Yu-Gi-Oh! The Falsebound Kingdom,0.71,2003-11-04,4.4,Strategy,Konami
Z.H.P. Unlosing Ranger vs Darkdeath Evilman,0.15,2010-10-26,8.0,Role-Playing,NIS America
Zack & Wiki: Quest for Barbaros' Treasure,0.42,2007-10-23,8.7,Adventure,Capcom
Zapper: One Wicked Cricket!,0.34,2002-11-03,5.2,Platform,Infogrames
Zatch Bell! Electric Arena,0.03,2005-11-22,4.4,Fighting,Bandai
Zatch Bell! Mamodo Battles,0.06,2005-10-19,7.0,Fighting,Bandai
Zero Escape: Virtue's Last Reward,0.03,2012-10-23,9.0,Visual Novel,Aksys Games
Zero Escape: Zero Time Dilemma,0.12,2016-06-28,7.7,Adventure,Aksys Games
Zoids Assault,0.09,2008-09-09,5.2,Strategy,Atlus
Zoids: Battle Legends,0.15,2004-09-04,5.0,Action,Atari
Zombi,0.07,2015-08-18,7.5,Action,Ubisoft
